coordinates;footprint;product_name;success;error;part;filename;acquisition_date;end_date;satellite;swath_mode;polarization;orbit_num;data_take;latitude;longitude;year;scene_type;geo_cluster
[[[55.5914, -5.6733], [55.9263, -4.1265], [55.2252, -4.023], [54.8885, -5.5687], [55.5914, -5.6733]]];;S1A_S1_RAW__0SVH_2023-04-23T02:07:23_2023-04-23T02:07:49_048217_05CC37;False;;PT1;s1a-s1-raw-s-vh-20230423t020723-20230423t020749-048217-05cc37.zarr;2023-04-23T02:07:23;2023-04-23T02:07:49;S1A;S1;vh;48217;05cc37;-5.01296;55.44456;2023;sea;sea_14
[[[55.5908, -5.672], [55.9257, -4.1252], [55.2245, -4.0217], [54.8879, -5.5674], [55.5908, -5.672]]];;S1A_S1_RAW__0SVH_2023-05-05T02:07:24_2023-05-05T02:07:49_048392_05D21B;False;;PT1;s1a-s1-raw-s-vh-20230505t020724-20230505t020749-048392-05d21b.zarr;2023-05-05T02:07:24;2023-05-05T02:07:49;S1A;S1;vh;48392;05d21b;-5.01166;55.44394;2023;sea;sea_14
[[[-95.3827, 28.8149], [-95.0192, 30.3596], [-95.8293, 30.4598], [-96.1803, 28.9144], [-95.3827, 28.8149]]];;S1A_S1_RAW__0SVH_2023-05-30T12:31:31_2023-05-30T12:31:57_048763_05DD44;False;;PT1;s1a-s1-raw-s-vh-20230530t123131-20230530t123157-048763-05dd44.zarr;2023-05-30T12:31:31;2023-05-30T12:31:57;S1A;S1;vh;48763;05dd44;29.472720000000002;-95.55884;2023;sea;sea_5
[[[55.5913, -5.6731], [55.9262, -4.1264], [55.225, -4.0228], [54.8884, -5.5686], [55.5913, -5.6731]]];;S1A_S1_RAW__0SVH_2023-07-04T02:07:27_2023-07-04T02:07:53_049267_05EC9B;False;;PT1;s1a-s1-raw-s-vh-20230704t020727-20230704t020753-049267-05ec9b.zarr;2023-07-04T02:07:27;2023-07-04T02:07:53;S1A;S1;vh;49267;05ec9b;-5.0128;55.44444;2023;sea;sea_14
[[[55.5903, -5.6732], [55.9252, -4.1264], [55.2241, -4.0229], [54.8874, -5.5686], [55.5903, -5.6732]]];;S1A_S1_RAW__0SVH_2023-07-16T02:07:28_2023-07-16T02:07:54_049442_05F206;False;;PT1;s1a-s1-raw-s-vh-20230716t020728-20230716t020754-049442-05f206.zarr;2023-07-16T02:07:28;2023-07-16T02:07:54;S1A;S1;vh;49442;05f206;-5.01286;55.44346;2023;sea;sea_14
[[[-95.3816, 28.8149], [-95.0181, 30.3595], [-95.8282, 30.4597], [-96.1793, 28.9144], [-95.3816, 28.8149]]];;S1A_S1_RAW__0SVH_2023-09-15T12:31:37_2023-09-15T12:32:03_050338_060F7D;False;;PT1;s1a-s1-raw-s-vh-20230915t123137-20230915t123203-050338-060f7d.zarr;2023-09-15T12:31:37;2023-09-15T12:32:03;S1A;S1;vh;50338;060f7d;29.472680000000004;-95.55776;2023;sea;sea_5
[[[-95.38, 28.8169], [-95.0165, 30.3615], [-95.8266, 30.4617], [-96.1777, 28.9164], [-95.38, 28.8169]]];;S1A_S1_RAW__0SVH_2023-11-26T12:31:36_2023-11-26T12:32:02_051388_063383;False;;PT1;s1a-s1-raw-s-vh-20231126t123136-20231126t123202-051388-063383.zarr;2023-11-26T12:31:36;2023-11-26T12:32:02;S1A;S1;vh;51388;063383;29.47468;-95.55616;2023;sea;sea_5
[[[55.5907, -5.6728], [55.9257, -4.1261], [55.2246, -4.0225], [54.8879, -5.5682], [55.5907, -5.6728]]];;S1A_S1_RAW__0SVH_2023-12-31T02:07:29_2023-12-31T02:07:55_051892_0644FE;False;;PT1;s1a-s1-raw-s-vh-20231231t020729-20231231t020755-051892-0644fe.zarr;2023-12-31T02:07:29;2023-12-31T02:07:55;S1A;S1;vh;51892;0644fe;-5.01248;55.443920000000006;2023;sea;sea_14
[[[-95.3811, 28.8152], [-95.0175, 30.3598], [-95.8277, 30.46], [-96.1788, 28.9147], [-95.3811, 28.8152]]];;S1A_S1_RAW__0SVH_2024-02-18T12:31:33_2024-02-18T12:31:59_052613_065D56;False;;PT1;s1a-s1-raw-s-vh-20240218t123133-20240218t123159-052613-065d56.zarr;2024-02-18T12:31:33;2024-02-18T12:31:59;S1A;S1;vh;52613;065d56;29.47298;-95.55724000000001;2024;sea;sea_5
[[[55.5908, -5.6733], [55.9257, -4.1266], [55.2246, -4.023], [54.8879, -5.5688], [55.5908, -5.6733]]];;S1A_S1_RAW__0SVH_2024-04-29T02:07:29_2024-04-29T02:07:54_053642_0683A3;False;;PT1;s1a-s1-raw-s-vh-20240429t020729-20240429t020754-053642-0683a3.zarr;2024-04-29T02:07:29;2024-04-29T02:07:54;S1A;S1;vh;53642;0683a3;-5.013;55.443960000000004;2024;sea;sea_14
[[[55.591, -5.6729], [55.9258, -4.1262], [55.2247, -4.0227], [54.8881, -5.5684], [55.591, -5.6729]]];;S1A_S1_RAW__0SVH_2024-06-16T02:07:28_2024-06-16T02:07:53_054342_069C6A;False;;PT1;s1a-s1-raw-s-vh-20240616t020728-20240616t020753-054342-069c6a.zarr;2024-06-16T02:07:28;2024-06-16T02:07:53;S1A;S1;vh;54342;069c6a;-5.01262;55.44412;2024;sea;sea_14
[[[-95.3821, 28.8155], [-95.0186, 30.3602], [-95.8288, 30.4604], [-96.1797, 28.915], [-95.3821, 28.8155]]];;S1A_S1_RAW__0SVH_2024-06-29T12:31:33_2024-06-29T12:31:59_054538_06A32D;False;;PT1;s1a-s1-raw-s-vh-20240629t123133-20240629t123159-054538-06a32d.zarr;2024-06-29T12:31:33;2024-06-29T12:31:59;S1A;S1;vh;54538;06a32d;29.47332;-95.55825999999999;2024;sea;sea_5
[[[-95.3804, 28.8145], [-95.0169, 30.3592], [-95.8269, 30.4594], [-96.1781, 28.914], [-95.3804, 28.8145]]];;S1A_S1_RAW__0SVH_2024-09-21T12:31:33_2024-09-21T12:31:59_055763_06CFE3;False;;PT1;s1a-s1-raw-s-vh-20240921t123133-20240921t123159-055763-06cfe3.zarr;2024-09-21T12:31:33;2024-09-21T12:31:59;S1A;S1;vh;55763;06cfe3;29.472320000000003;-95.55654;2024;sea;sea_5
[[[-95.3805, 28.8149], [-95.0169, 30.3595], [-95.8271, 30.4598], [-96.1782, 28.9144], [-95.3805, 28.8149]]];;S1A_S1_RAW__0SVH_2024-10-27T12:31:34_2024-10-27T12:31:59_056288_06E4AC;False;;PT1;s1a-s1-raw-s-vh-20241027t123134-20241027t123159-056288-06e4ac.zarr;2024-10-27T12:31:34;2024-10-27T12:31:59;S1A;S1;vh;56288;06e4ac;29.472700000000003;-95.55664;2024;sea;sea_5
[[[-93.3164, -5.7587], [-92.6136, -5.6541], [-93.0815, -3.503], [-93.782, -3.6061], [-93.3164, -5.7587]]];;S1A_S1_RAW__0SVH_2025-02-17T00:25:48_2025-02-17T00:26:23_057928_0725D8;False;;PT1;s1a-s1-raw-s-vh-20250217t002548-20250217t002623-057928-0725d8.zarr;2025-02-17T00:25:48;2025-02-17T00:26:23;S1A;S1;vh;57928;0725d8;-4.85612;-93.22198;2025;sea;sea_11
[[[55.5914, -5.6737], [55.9264, -4.1269], [55.2253, -4.0234], [54.8886, -5.5691], [55.5914, -5.6737]]];;S1A_S1_RAW__0SVH_2025-03-19T02:07:21_2025-03-19T02:07:46_058367_073788;False;;PT1;s1a-s1-raw-s-vh-20250319t020721-20250319t020746-058367-073788.zarr;2025-03-19T02:07:21;2025-03-19T02:07:46;S1A;S1;vh;58367;073788;-5.0133600000000005;55.44462;2025;sea;sea_14
[[[-95.382, 28.815], [-95.0186, 30.3596], [-95.8287, 30.4598], [-96.1797, 28.9144], [-95.382, 28.815]]];;S1A_S1_RAW__0SVH_2025-04-25T12:31:27_2025-04-25T12:31:53_058913_074DB2;False;;PT1;s1a-s1-raw-s-vh-20250425t123127-20250425t123153-058913-074db2.zarr;2025-04-25T12:31:27;2025-04-25T12:31:53;S1A;S1;vh;58913;074db2;29.47276;-95.5582;2025;sea;sea_5
[[[-95.381, 28.8152], [-95.0174, 30.3598], [-95.8275, 30.4601], [-96.1786, 28.9147], [-95.381, 28.8152]]];;S1A_S1_RAW__0SVV_2023-03-31T12:31:29_2023-03-31T12:31:54_047888_05C119;False;;PT1;s1a-s1-raw-s-vv-20230331t123129-20230331t123154-047888-05c119.zarr;2023-03-31T12:31:29;2023-03-31T12:31:54;S1A;S1;vv;47888;05c119;29.473000000000003;-95.5571;2023;sea;sea_5
[[[55.5914, -5.6733], [55.9263, -4.1265], [55.2252, -4.023], [54.8885, -5.5687], [55.5914, -5.6733]]];;S1A_S1_RAW__0SVV_2023-04-23T02:07:23_2023-04-23T02:07:49_048217_05CC37;False;;PT1;s1a-s1-raw-s-vv-20230423t020723-20230423t020749-048217-05cc37.zarr;2023-04-23T02:07:23;2023-04-23T02:07:49;S1A;S1;vv;48217;05cc37;-5.01296;55.44456;2023;sea;sea_14
[[[55.5908, -5.672], [55.9257, -4.1252], [55.2245, -4.0217], [54.8879, -5.5674], [55.5908, -5.672]]];;S1A_S1_RAW__0SVV_2023-05-05T02:07:24_2023-05-05T02:07:49_048392_05D21B;False;;PT1;s1a-s1-raw-s-vv-20230505t020724-20230505t020749-048392-05d21b.zarr;2023-05-05T02:07:24;2023-05-05T02:07:49;S1A;S1;vv;48392;05d21b;-5.01166;55.44394;2023;sea;sea_14
[[[-95.3827, 28.8149], [-95.0192, 30.3596], [-95.8293, 30.4598], [-96.1803, 28.9144], [-95.3827, 28.8149]]];;S1A_S1_RAW__0SVV_2023-05-30T12:31:31_2023-05-30T12:31:57_048763_05DD44;False;;PT1;s1a-s1-raw-s-vv-20230530t123131-20230530t123157-048763-05dd44.zarr;2023-05-30T12:31:31;2023-05-30T12:31:57;S1A;S1;vv;48763;05dd44;29.472720000000002;-95.55884;2023;sea;sea_5
[[[55.5913, -5.6731], [55.9262, -4.1264], [55.225, -4.0228], [54.8884, -5.5686], [55.5913, -5.6731]]];;S1A_S1_RAW__0SVV_2023-07-04T02:07:27_2023-07-04T02:07:53_049267_05EC9B;False;;PT1;s1a-s1-raw-s-vv-20230704t020727-20230704t020753-049267-05ec9b.zarr;2023-07-04T02:07:27;2023-07-04T02:07:53;S1A;S1;vv;49267;05ec9b;-5.0128;55.44444;2023;sea;sea_14
[[[55.5903, -5.6732], [55.9252, -4.1264], [55.2241, -4.0229], [54.8874, -5.5686], [55.5903, -5.6732]]];;S1A_S1_RAW__0SVV_2023-07-16T02:07:28_2023-07-16T02:07:54_049442_05F206;False;;PT1;s1a-s1-raw-s-vv-20230716t020728-20230716t020754-049442-05f206.zarr;2023-07-16T02:07:28;2023-07-16T02:07:54;S1A;S1;vv;49442;05f206;-5.01286;55.44346;2023;sea;sea_14
[[[-95.3816, 28.8149], [-95.0181, 30.3595], [-95.8282, 30.4597], [-96.1793, 28.9144], [-95.3816, 28.8149]]];;S1A_S1_RAW__0SVV_2023-09-15T12:31:37_2023-09-15T12:32:03_050338_060F7D;False;;PT1;s1a-s1-raw-s-vv-20230915t123137-20230915t123203-050338-060f7d.zarr;2023-09-15T12:31:37;2023-09-15T12:32:03;S1A;S1;vv;50338;060f7d;29.472680000000004;-95.55776;2023;sea;sea_5
[[[-95.38, 28.8169], [-95.0165, 30.3615], [-95.8266, 30.4617], [-96.1777, 28.9164], [-95.38, 28.8169]]];;S1A_S1_RAW__0SVV_2023-11-26T12:31:36_2023-11-26T12:32:02_051388_063383;False;;PT1;s1a-s1-raw-s-vv-20231126t123136-20231126t123202-051388-063383.zarr;2023-11-26T12:31:36;2023-11-26T12:32:02;S1A;S1;vv;51388;063383;29.47468;-95.55616;2023;sea;sea_5
[[[55.5907, -5.6728], [55.9257, -4.1261], [55.2246, -4.0225], [54.8879, -5.5682], [55.5907, -5.6728]]];;S1A_S1_RAW__0SVV_2023-12-31T02:07:29_2023-12-31T02:07:55_051892_0644FE;False;;PT1;s1a-s1-raw-s-vv-20231231t020729-20231231t020755-051892-0644fe.zarr;2023-12-31T02:07:29;2023-12-31T02:07:55;S1A;S1;vv;51892;0644fe;-5.01248;55.443920000000006;2023;sea;sea_14
[[[-95.3811, 28.8152], [-95.0175, 30.3598], [-95.8277, 30.46], [-96.1788, 28.9147], [-95.3811, 28.8152]]];;S1A_S1_RAW__0SVV_2024-02-18T12:31:33_2024-02-18T12:31:59_052613_065D56;False;;PT1;s1a-s1-raw-s-vv-20240218t123133-20240218t123159-052613-065d56.zarr;2024-02-18T12:31:33;2024-02-18T12:31:59;S1A;S1;vv;52613;065d56;29.47298;-95.55724000000001;2024;sea;sea_5
[[[55.5908, -5.6733], [55.9257, -4.1266], [55.2246, -4.023], [54.8879, -5.5688], [55.5908, -5.6733]]];;S1A_S1_RAW__0SVV_2024-04-29T02:07:29_2024-04-29T02:07:54_053642_0683A3;False;;PT1;s1a-s1-raw-s-vv-20240429t020729-20240429t020754-053642-0683a3.zarr;2024-04-29T02:07:29;2024-04-29T02:07:54;S1A;S1;vv;53642;0683a3;-5.013;55.443960000000004;2024;sea;sea_14
[[[55.591, -5.6729], [55.9258, -4.1262], [55.2247, -4.0227], [54.8881, -5.5684], [55.591, -5.6729]]];;S1A_S1_RAW__0SVV_2024-06-16T02:07:28_2024-06-16T02:07:53_054342_069C6A;False;;PT1;s1a-s1-raw-s-vv-20240616t020728-20240616t020753-054342-069c6a.zarr;2024-06-16T02:07:28;2024-06-16T02:07:53;S1A;S1;vv;54342;069c6a;-5.01262;55.44412;2024;sea;sea_14
[[[-95.3821, 28.8155], [-95.0186, 30.3602], [-95.8288, 30.4604], [-96.1797, 28.915], [-95.3821, 28.8155]]];;S1A_S1_RAW__0SVV_2024-06-29T12:31:33_2024-06-29T12:31:59_054538_06A32D;False;;PT1;s1a-s1-raw-s-vv-20240629t123133-20240629t123159-054538-06a32d.zarr;2024-06-29T12:31:33;2024-06-29T12:31:59;S1A;S1;vv;54538;06a32d;29.47332;-95.55825999999999;2024;sea;sea_5
[[[-95.3804, 28.8145], [-95.0169, 30.3592], [-95.8269, 30.4594], [-96.1781, 28.914], [-95.3804, 28.8145]]];;S1A_S1_RAW__0SVV_2024-09-21T12:31:33_2024-09-21T12:31:59_055763_06CFE3;False;;PT1;s1a-s1-raw-s-vv-20240921t123133-20240921t123159-055763-06cfe3.zarr;2024-09-21T12:31:33;2024-09-21T12:31:59;S1A;S1;vv;55763;06cfe3;29.472320000000003;-95.55654;2024;sea;sea_5
[[[-95.3805, 28.8149], [-95.0169, 30.3595], [-95.8271, 30.4598], [-96.1782, 28.9144], [-95.3805, 28.8149]]];;S1A_S1_RAW__0SVV_2024-10-27T12:31:34_2024-10-27T12:31:59_056288_06E4AC;False;;PT1;s1a-s1-raw-s-vv-20241027t123134-20241027t123159-056288-06e4ac.zarr;2024-10-27T12:31:34;2024-10-27T12:31:59;S1A;S1;vv;56288;06e4ac;29.472700000000003;-95.55664;2024;sea;sea_5
[[[-93.3164, -5.7587], [-92.6136, -5.6541], [-93.0815, -3.503], [-93.782, -3.6061], [-93.3164, -5.7587]]];;S1A_S1_RAW__0SVV_2025-02-17T00:25:48_2025-02-17T00:26:23_057928_0725D8;False;;PT1;s1a-s1-raw-s-vv-20250217t002548-20250217t002623-057928-0725d8.zarr;2025-02-17T00:25:48;2025-02-17T00:26:23;S1A;S1;vv;57928;0725d8;-4.85612;-93.22198;2025;sea;sea_11
[[[55.5914, -5.6737], [55.9264, -4.1269], [55.2253, -4.0234], [54.8886, -5.5691], [55.5914, -5.6737]]];;S1A_S1_RAW__0SVV_2025-03-19T02:07:21_2025-03-19T02:07:46_058367_073788;False;;PT1;s1a-s1-raw-s-vv-20250319t020721-20250319t020746-058367-073788.zarr;2025-03-19T02:07:21;2025-03-19T02:07:46;S1A;S1;vv;58367;073788;-5.0133600000000005;55.44462;2025;sea;sea_14
[[[-95.382, 28.815], [-95.0186, 30.3596], [-95.8287, 30.4598], [-96.1797, 28.9144], [-95.382, 28.815]]];;S1A_S1_RAW__0SVV_2025-04-25T12:31:27_2025-04-25T12:31:53_058913_074DB2;False;;PT1;s1a-s1-raw-s-vv-20250425t123127-20250425t123153-058913-074db2.zarr;2025-04-25T12:31:27;2025-04-25T12:31:53;S1A;S1;vv;58913;074db2;29.47276;-95.5582;2025;sea;sea_5
[[[-93.6651, -9.0654], [-93.2272, -7.0901], [-93.9318, -6.9839], [-94.3733, -8.9575], [-93.6651, -9.0654]]];;S1A_S2_RAW__0SHH_2025-01-18T12:00:14_2025-01-18T12:00:47_057498_0714B4;False;;PT1;s1a-s2-raw-s-hh-20250118t120014-20250118t120047-057498-0714b4.zarr;2025-01-18T12:00:14;2025-01-18T12:00:47;S1A;S2;hh;57498;0714b4;-8.23246;-93.7725;2025;sea;sea_11
[[[-93.6651, -9.0654], [-93.2272, -7.0901], [-93.9318, -6.9839], [-94.3733, -8.9575], [-93.6651, -9.0654]]];;S1A_S2_RAW__0SHV_2025-01-18T12:00:14_2025-01-18T12:00:47_057498_0714B4;False;;PT1;s1a-s2-raw-s-hv-20250118t120014-20250118t120047-057498-0714b4.zarr;2025-01-18T12:00:14;2025-01-18T12:00:47;S1A;S2;hv;57498;0714b4;-8.23246;-93.7725;2025;sea;sea_11
[[[-118.6872, 28.167], [-117.8935, 28.2637], [-118.1697, 29.5129], [-118.973, 29.4157], [-118.6872, 28.167]]];;S1A_S2_RAW__0SVH_2023-05-20T01:49:15_2023-05-20T01:49:36_048611_05D8B7;False;;PT1;s1a-s2-raw-s-vh-20230520t014915-20230520t014936-048611-05d8b7.zarr;2023-05-20T01:49:15;2023-05-20T01:49:36;S1A;S2;vh;48611;05d8b7;28.70526;-118.48212000000001;2023;sea;sea_17
[[[-118.6867, 28.166], [-117.8931, 28.2628], [-118.1693, 29.512], [-118.9726, 29.4148], [-118.6867, 28.166]]];;S1A_S2_RAW__0SVH_2023-07-07T01:49:18_2023-07-07T01:49:39_049311_05EDF5;False;;PT1;s1a-s2-raw-s-vh-20230707t014918-20230707t014939-049311-05edf5.zarr;2023-07-07T01:49:18;2023-07-07T01:49:39;S1A;S2;vh;49311;05edf5;28.704320000000003;-118.48168000000001;2023;sea;sea_17
[[[-118.6867, 28.1676], [-117.8931, 28.2644], [-118.1693, 29.5135], [-118.9726, 29.4163], [-118.6867, 28.1676]]];;S1A_S2_RAW__0SVH_2023-09-17T01:49:22_2023-09-17T01:49:42_050361_06103B;False;;PT1;s1a-s2-raw-s-vh-20230917t014922-20230917t014942-050361-06103b.zarr;2023-09-17T01:49:22;2023-09-17T01:49:42;S1A;S2;vh;50361;06103b;28.70588;-118.48168000000001;2023;sea;sea_17
[[[-118.6863, 28.1671], [-117.8927, 28.2638], [-118.1689, 29.513], [-118.9722, 29.4158], [-118.6863, 28.1671]]];;S1A_S2_RAW__0SVH_2023-12-10T01:49:21_2023-12-10T01:49:41_051586_063A52;False;;PT1;s1a-s2-raw-s-vh-20231210t014921-20231210t014941-051586-063a52.zarr;2023-12-10T01:49:21;2023-12-10T01:49:41;S1A;S2;vh;51586;063a52;28.705360000000002;-118.48128;2023;sea;sea_17
[[[-118.6859, 28.1671], [-117.8922, 28.2639], [-118.1684, 29.513], [-118.9718, 29.4158], [-118.6859, 28.1671]]];;S1A_S2_RAW__0SVH_2024-01-03T01:49:19_2024-01-03T01:49:40_051936_064668;False;;PT1;s1a-s2-raw-s-vh-20240103t014919-20240103t014940-051936-064668.zarr;2024-01-03T01:49:19;2024-01-03T01:49:40;S1A;S2;vh;51936;064668;28.70538;-118.48084000000001;2024;sea;sea_17
[[[-118.6855, 28.166], [-117.8918, 28.2628], [-118.168, 29.5119], [-118.9714, 29.4147], [-118.6855, 28.166]]];;S1A_S2_RAW__0SVH_2024-02-08T01:49:18_2024-02-08T01:49:38_052461_06582B;False;;PT1;s1a-s2-raw-s-vh-20240208t014918-20240208t014938-052461-06582b.zarr;2024-02-08T01:49:18;2024-02-08T01:49:38;S1A;S2;vh;52461;06582b;28.70428;-118.48044;2024;sea;sea_17
[[[-118.6858, 28.1674], [-117.8922, 28.2641], [-118.1684, 29.5133], [-118.9717, 29.4161], [-118.6858, 28.1674]]];;S1A_S2_RAW__0SVH_2024-05-26T01:49:19_2024-05-26T01:49:40_054036_0691D2;False;;PT1;s1a-s2-raw-s-vh-20240526t014919-20240526t014940-054036-0691d2.zarr;2024-05-26T01:49:19;2024-05-26T01:49:40;S1A;S2;vh;54036;0691d2;28.70566;-118.48078000000001;2024;sea;sea_17
[[[-118.6838, 28.1665], [-117.8902, 28.2632], [-118.1663, 29.5124], [-118.9696, 29.4153], [-118.6838, 28.1665]]];;S1A_S2_RAW__0SVH_2024-06-07T01:49:18_2024-06-07T01:49:39_054211_0697E0;False;;PT1;s1a-s2-raw-s-vh-20240607t014918-20240607t014939-054211-0697e0.zarr;2024-06-07T01:49:18;2024-06-07T01:49:39;S1A;S2;vh;54211;0697e0;28.70478;-118.47873999999999;2024;sea;sea_17
[[[-118.6861, 28.1682], [-117.8925, 28.265], [-118.1687, 29.5142], [-118.972, 29.417], [-118.6861, 28.1682]]];;S1A_S2_RAW__0SVH_2024-08-30T01:49:17_2024-08-30T01:49:38_055436_06C311;False;;PT1;s1a-s2-raw-s-vh-20240830t014917-20240830t014938-055436-06c311.zarr;2024-08-30T01:49:17;2024-08-30T01:49:38;S1A;S2;vh;55436;06c311;28.70652;-118.48107999999999;2024;sea;sea_17
[[[-118.6872, 28.167], [-117.8935, 28.2637], [-118.1697, 29.5129], [-118.973, 29.4157], [-118.6872, 28.167]]];;S1A_S2_RAW__0SVV_2023-05-20T01:49:15_2023-05-20T01:49:36_048611_05D8B7;False;;PT1;s1a-s2-raw-s-vv-20230520t014915-20230520t014936-048611-05d8b7.zarr;2023-05-20T01:49:15;2023-05-20T01:49:36;S1A;S2;vv;48611;05d8b7;28.70526;-118.48212000000001;2023;sea;sea_17
[[[-118.6867, 28.166], [-117.8931, 28.2628], [-118.1693, 29.512], [-118.9726, 29.4148], [-118.6867, 28.166]]];;S1A_S2_RAW__0SVV_2023-07-07T01:49:18_2023-07-07T01:49:39_049311_05EDF5;False;;PT1;s1a-s2-raw-s-vv-20230707t014918-20230707t014939-049311-05edf5.zarr;2023-07-07T01:49:18;2023-07-07T01:49:39;S1A;S2;vv;49311;05edf5;28.704320000000003;-118.48168000000001;2023;sea;sea_17
[[[-118.6867, 28.1676], [-117.8931, 28.2644], [-118.1693, 29.5135], [-118.9726, 29.4163], [-118.6867, 28.1676]]];;S1A_S2_RAW__0SVV_2023-09-17T01:49:22_2023-09-17T01:49:42_050361_06103B;False;;PT1;s1a-s2-raw-s-vv-20230917t014922-20230917t014942-050361-06103b.zarr;2023-09-17T01:49:22;2023-09-17T01:49:42;S1A;S2;vv;50361;06103b;28.70588;-118.48168000000001;2023;sea;sea_17
[[[-118.6863, 28.1671], [-117.8927, 28.2638], [-118.1689, 29.513], [-118.9722, 29.4158], [-118.6863, 28.1671]]];;S1A_S2_RAW__0SVV_2023-12-10T01:49:21_2023-12-10T01:49:41_051586_063A52;False;;PT1;s1a-s2-raw-s-vv-20231210t014921-20231210t014941-051586-063a52.zarr;2023-12-10T01:49:21;2023-12-10T01:49:41;S1A;S2;vv;51586;063a52;28.705360000000002;-118.48128;2023;sea;sea_17
[[[-118.6859, 28.1671], [-117.8922, 28.2639], [-118.1684, 29.513], [-118.9718, 29.4158], [-118.6859, 28.1671]]];;S1A_S2_RAW__0SVV_2024-01-03T01:49:19_2024-01-03T01:49:40_051936_064668;False;;PT1;s1a-s2-raw-s-vv-20240103t014919-20240103t014940-051936-064668.zarr;2024-01-03T01:49:19;2024-01-03T01:49:40;S1A;S2;vv;51936;064668;28.70538;-118.48084000000001;2024;sea;sea_17
[[[-118.6855, 28.166], [-117.8918, 28.2628], [-118.168, 29.5119], [-118.9714, 29.4147], [-118.6855, 28.166]]];;S1A_S2_RAW__0SVV_2024-02-08T01:49:18_2024-02-08T01:49:38_052461_06582B;False;;PT1;s1a-s2-raw-s-vv-20240208t014918-20240208t014938-052461-06582b.zarr;2024-02-08T01:49:18;2024-02-08T01:49:38;S1A;S2;vv;52461;06582b;28.70428;-118.48044;2024;sea;sea_17
[[[-118.6858, 28.1674], [-117.8922, 28.2641], [-118.1684, 29.5133], [-118.9717, 29.4161], [-118.6858, 28.1674]]];;S1A_S2_RAW__0SVV_2024-05-26T01:49:19_2024-05-26T01:49:40_054036_0691D2;False;;PT1;s1a-s2-raw-s-vv-20240526t014919-20240526t014940-054036-0691d2.zarr;2024-05-26T01:49:19;2024-05-26T01:49:40;S1A;S2;vv;54036;0691d2;28.70566;-118.48078000000001;2024;sea;sea_17
[[[-118.6838, 28.1665], [-117.8902, 28.2632], [-118.1663, 29.5124], [-118.9696, 29.4153], [-118.6838, 28.1665]]];;S1A_S2_RAW__0SVV_2024-06-07T01:49:18_2024-06-07T01:49:39_054211_0697E0;False;;PT1;s1a-s2-raw-s-vv-20240607t014918-20240607t014939-054211-0697e0.zarr;2024-06-07T01:49:18;2024-06-07T01:49:39;S1A;S2;vv;54211;0697e0;28.70478;-118.47873999999999;2024;sea;sea_17
[[[-118.6861, 28.1682], [-117.8925, 28.265], [-118.1687, 29.5142], [-118.972, 29.417], [-118.6861, 28.1682]]];;S1A_S2_RAW__0SVV_2024-08-30T01:49:17_2024-08-30T01:49:38_055436_06C311;False;;PT1;s1a-s2-raw-s-vv-20240830t014917-20240830t014938-055436-06c311.zarr;2024-08-30T01:49:17;2024-08-30T01:49:38;S1A;S2;vv;55436;06c311;28.70652;-118.48107999999999;2024;sea;sea_17
[[[-46.5141, -24.6044], [-45.7451, -24.4731], [-46.1667, -22.945], [-46.9266, -23.0736], [-46.5141, -24.6044]]];;S1A_S3_RAW__0SHH_2023-03-31T21:36:00_2023-03-31T21:36:25_047893_05C14A;False;;PT1;s1a-s3-raw-s-hh-20230331t213600-20230331t213625-047893-05c14a.zarr;2023-03-31T21:36:00;2023-03-31T21:36:25;S1A;S3;hh;47893;05c14a;-23.940099999999997;-46.37332;2023;sea;sea_10
[[[73.1744, -53.9376], [73.908, -52.7571], [72.7771, -52.5306], [72.0154, -53.7037], [73.1744, -53.9376]]];;S1A_S3_RAW__0SHH_2023-07-03T00:01:14_2023-07-03T00:01:35_049251_05EC1D;False;;PT1;s1a-s3-raw-s-hh-20230703t000114-20230703t000135-049251-05ec1d.zarr;2023-07-03T00:01:14;2023-07-03T00:01:35;S1A;S3;hh;49251;05ec1d;-53.37332;73.00986;2023;sea;sea_6
[[[-46.5147, -24.604], [-45.7459, -24.4728], [-46.1674, -22.9446], [-46.9272, -23.0732], [-46.5147, -24.604]]];;S1A_S3_RAW__0SHH_2023-09-15T21:36:08_2023-09-15T21:36:34_050343_060FAE;False;;PT1;s1a-s3-raw-s-hh-20230915t213608-20230915t213634-050343-060fae.zarr;2023-09-15T21:36:08;2023-09-15T21:36:34;S1A;S3;hh;50343;060fae;-23.93972;-46.37398;2023;sea;sea_10
[[[-46.513, -24.6047], [-45.7441, -24.4734], [-46.1657, -22.9452], [-46.9255, -23.0738], [-46.513, -24.6047]]];;S1A_S3_RAW__0SHH_2023-10-09T21:36:08_2023-10-09T21:36:34_050693_061BAE;False;;PT1;s1a-s3-raw-s-hh-20231009t213608-20231009t213634-050693-061bae.zarr;2023-10-09T21:36:08;2023-10-09T21:36:34;S1A;S3;hh;50693;061bae;-23.940360000000002;-46.37226;2023;sea;sea_10
